biblioteca,departamento,nro_registro,domicilio,localidad,provincia,lat,long
Bib. Pop. Sur,Rawson,4217,Dr. Ortega y Mendoza Sur 3798 ,Rawson,San Juan,-31.57898,-68.53305
Bib. Pop. Barrio Victoria,Rawson,4263,Capdevila  ,Rawson,San Juan,-31.56925,-68.564733
Bib. Pop. José Manuel Estrada,Rawson,4327,Ramón Franco s/n  CIC Médano de Oro,Médano de Oro,San Juan,-31.62798,-68.47976
Bib.Pop. Rayos de luz,Rivadavia,4058,Mariano Moreno (Sur) 270 ,Rivadavia,San Juan,-31.533267,-68.573367
Bib.Pop. Dr. Pablo Ramella,Rivadavia,3490,Plumerillo s/n (Centro Comunitario)  Aramburu,Rivadavia,San Juan,-31.518767,-68.5636
Bib.Pop. Argentina,Rivadavia,3464,R.S.Peña y Alte.Brown  Barrio Huazihul,Rivadavia,San Juan,-31.515567,-68.573767
Bib.Pop. Miguel Beato Tejada,Rivadavia,3223,Granaderos Casa 15 manzana 7  Aramburu,Rivadavia,San Juan,-31.55389,-68.652496
Bib.Pop. Sociedad opinión de juventud,Rivadavia,2938,Rastreador Calivar 1616 ,Rivadavia,San Juan,-31.533317,-68.593717
Bib.Pop. Ivonne Barud de Quattropani,Rivadavia,4284,Avda Ignacio de la Roza (oeste) 5442 ,Rivadavia,San Juan,-31.5424,-68.584833
Bib.Pop. Padre Carlos Barbero,San Martin,4063,Santa Lucía s/n  Independencia,Distrito San Isidro,San Juan,-31.5,-68.333351
Bib.Pop. General San Martín,San Martin,0709,Coronel Guerrero 180 Villa San Martín,Albardón,San Juan,-31.435283,-68.522147
Bib. Pop. Juana Manso,Santa Lucia,4141,José Manuel Estrada 1059 Barrio San Lorenzo,Santa Lucía,San Juan,-31.52035,-68.495433
Bib. Pop. José de San Martín,Santa Lucia,3637,Necochea 1875 Kennedy,Santa Lucía,San Juan,-31.5099,-68.5091
Bib.Pop. Rawson,Santa Lucia,0707,Hipólito Yrigóyen (E) 2537 ,Santa Lucía,San Juan,-31.439627,-68.463133
Bib. Pop Luis Solera,Ullum,4354,"5 de Julio, Mza F Casa 8  Lago de Ullum",Villa Aurora,San Juan,-31.4736757,-68.7449527
Bib. POp. Domingo Faustino Sarmiento,Valle Fertil,0714,Mitre S/N  Villa San Agustín,Valle Fértil,San Juan,-30.633612,-67.466393
Bib.Pop. Antonio Ercilio Zeballos,Valle Fertil,3706,Ruta 510 s/n  ,Astica,San Juan,-30.932011,-67.384651
Bib.Pop. Virgen del Carmen,,4027,San Lorenzo 1998 del Carmen,Desamparados,San Juan,-31.521694,-68.549072
Bib.Pop.Pub. La escalera,,3406,Agustín Gomez  Plaza Alte. Brown,Trinidad,San Juan,-31.552456,-68.52449
Bib.Pop. 1 de Febrero,,3109,Av.Paula A.de Sarmiento 498 ,Desamparados,San Juan,-31.529148,-68.554474
Bib.Pop. Bernardino Rivadavia,San Lorenzo,0429,Lisandro de la Torre 596 ,Pujato,Santa Fe,-33.0182,-61.0438
Bib.Pop. Sarmiento,San Lorenzo,1152,Mitre 540 ,Estación Timbúes,Santa Fe,-32.668633,-60.7939
Bib. Pop. de Roldan Haciendo Comunidad,San Lorenzo,4430,Bv. de la Alegria 661 Tierra de Sueños,Roldán,Santa Fe,-32.943549,-60.885543
Bib.Pop. Domingo Piccolo,San Martin,3365,Bv.América 1161 ,El Trébol,Santa Fe,-32.198083,-61.700217
Bib.Pop. de Landeta,San Martin,3013,Lisandro de La Torre 1191 ,Landeta,Santa Fe,-32.014493,-62.058801
Bib.Pop. Carlos Jewell,San Martin,2946,Calle 7 403 ,Las Petacas,Santa Fe,-31.823717,-62.108667
Bib.Pop. Bartolomé Mitre,San Martin,2631,Urquiza 530 ,María Susana,Santa Fe,-32.264367,-61.902717
Bib.Pop. San Martín,San Martin,1970,Sarmiento 1301 ,Piamonte,Santa Fe,-32.141133,-61.9806
Bib.Pop. Juan Bautista Alberdi,San Martin,1838,San Martín 1190 ,San Martín de las Escobas,Santa Fe,-31.859267,-61.569983
Bib.Pop. Rivadavia,San Martin,1395,Av.San Martín 1023  ,San Jorge,Santa Fe,-31.8978,-61.860167
Bib.Pop. Juan Bautista Alberdi,San Martin,1119,Mariano Moreno 515 ,Cañada Rosquín,Santa Fe,-32.055033,-61.60365
Bib.Pop. Bartolomé Mitre,San Martin,0985,Av.Sarmiento 928 ,Colonia Belgrano / Wildermuth,Santa Fe,-31.909833,-61.400867
Bib.Pop. Gral. José de San Martín,San Martin,0876,9 de Julio 1729 ,Sastre,Santa Fe,-31.76855,-61.828367
Bib.Pop. José Mármol,San Martin,0473,25 de Mayo 901 ,Carlos Pellegrini,Santa Fe,-32.048517,-61.781467
Bib. Pop. Alejandría,San Martin,4223,Sarmiento 357 ,Los Cardos,Santa Fe,-32.323059,-61.632042
Bib. Pop. COlonia Castelar,San Martin,4408,Belgrano S/N  ,Colonia Castelar,Santa Fe,-31.66798646648753, -62.090621937855765
Bib.Pop. Angel José Medina,Vera,4198,Bvd. Belgrano -ex Estación del Ferrocarril  Céntrico,Calchaquí,Santa Fe,-29.88935,-60.289017
Bib.Pop. de Margarita,Vera,3379,Colon 2101 ,Margarita,Santa Fe,-29.69265,-60.251283
Bib.Pop. Tanino,Vera,3390,Rivadavia s/n  ,La Gallareta,Santa Fe,-29.585767,-60.378117
Bib.Pop. José Pedroni,Vera,3030,Francisco Anello S/Nº  ,Garabato,Santa Fe,-28.951719,-60.13641
"Bib. Pop. Tartagal, mi pueblo",Vera,4231,Pública s/n  Sector B Ex Fabrica Forestal,Tartagal,Santa Fe,-28.671217,-59.8455
Bib. Pop. Sofia Barat,Vera,4233,JUan Domingo Perón  s/n  ,Fortín Olmos,Santa Fe,-28.783333,-61.683334
Bib. Pop. Felicia,,4015,Pedro Palacios 586 ,Felicia,Santa Fe,-31.245017,-61.21355
Asoc.Civ.Bib.Pop. Mariano Moreno de Villada,,4174,San Miguel 376 ,Villada,Santa Fe,-33.347738,-61.445417
Bib.Pop. Jose Hernández,,4029,Estanislao López 122 ,Eusebia,Santa Fe,-30.947217,-61.854267
Bib. Pop. Alfonsina Storni,,4011,Dr. Francisco  Caminos 399 ,Monje,Santa Fe,-32.358817,-60.94015
Bib.Pop. Martín Fierro,,4044,Sin dirección  ,Nelson,Santa Fe,-31.26575,-60.7622
Bib.Pop. Mariano Moreno,Capital,4225,"Andres Chazarreta, Mza 7 Lote 18 Sector B  Mariano Moreno",Santiago del Estero,Santiago del Estero,-27.78442,-64.267281
Bib.Pop. Dr. Raúl Dargoltz,Capital,4059,Sara Rigourd 1147 Coesa,Santiago del Estero,Santiago del Estero,-27.77025,-64.300033
Bib.Pop. José Mármol,Capital,4057,Avda. Moreno (Norte) 436 Centenario,Santiago del Estero,Santiago del Estero,-27.784967,-64.26965
Bib.Pop. Dr. Orestes di Lullo,Capital,3920,Ing. Tomás Lucio 1860 Smata,Santiago del Estero,Santiago del Estero,-27.822752,-64.278503
Bib. Esc. Pop. Siglo XXI,Capital,3566,Belgrano s/n  ,Santiago del Estero,Santiago del Estero,-27.780306,-64.269611
Bib.Pop. Juan F. Bianchi,Capital,3489,José F.Castiglione 276 ,Santiago del Estero,Santiago del Estero,-27.81125,-64.244683
Bib. Pop. Club de maestros,Capital,3496,Pedro León Gallo 1492 ,Santiago del Estero,Santiago del Estero,-27.80095,-64.2748
Bib.Pop. Jorge W. Abalos,Capital,3164,Romualdo Helman 158 Autonomía,Santiago del Estero,Santiago del Estero,-27.80835,-64.305117
Bib.Pop. Florentino Ameghino,Capital,3115,Hipólito Irigoyen 1427 ,capital,Santiago del Estero,-27.773683,-64.2718
Bib.Pop. Esteban Echeverría,Capital,3122,Av.Belgrano (Norte) s/n  Huaico Hondo,Santiago del Estero,Santiago del Estero,-27.765617,-64.280217
Bib.Pop. Francisca Jacques,Capital,2262,Av. Belgrano Sud 3234 ,Santiago del Estero,Santiago del Estero,-27.814767,-64.248617
"Asoc, Cult. y Vecinal y Bib.Pop Ricardo Rojas",Capital,2084,Ríoja 247 ,Santiago del Estero,Santiago del Estero,-27.795333,-64.259033
Bib.Pop. Pedro Firmo Unzaga,Capital,1662,Unzaga esq. Jujuy  Parque Aguirre,Santiago del Estero,Santiago del Estero,-27.7805,-64.257483
Bib.Pop. Dr. Manuel Gorostiaga,Capital,1665,San Martín 581 ,Santiago del Estero,Santiago del Estero,-27.7943,-64.2661
Bib.Pop. Agustín Alvarez,Capital,1204,Independencia 652 ,Santiago del Estero,Santiago del Estero,-27.793067,-64.253833
Bib.Pop. Juan Bautista Alberdi,Capital,1081,Arenales 450 ,Santiago del Estero,Santiago del Estero,-27.776717,-64.266733
Bib. Pop. Sociedad Sarmiento,Capital,0621,Libertad 674 ,Santiago del Estero,Santiago del Estero,-27.788867,-64.2626
Bib.Pop. Shunko,Aguirre,4358,ingenio contreras 4850 América del Sur,Santiago del Estero,Santiago del Estero,-27.82107,-64.247973
Bib.Pop. Alfonso Nassif,Avellaneda,3703,Av.San Martín 35 ,Herrera,Santiago del Estero,-28.483783,-63.067433
Bib. Pop. Hna. María Pía Bettini,Avellaneda,4323,Pbro. José Benavídez s/n  ,Villa Maillín,Santiago del Estero,-28.482617,-63.276633
Bib.Pop. San Martín,Banda,3274,Amadeo Jacques 75 ,La Banda,Santiago del Estero,-27.742283,-64.25315
Bib.Pop. Luis O. Orieta,Banda,3192,J.B.Justo y Magallanes  ,La Banda,Santiago del Estero,-27.745633,-64.26185
Bib.Pop. Domingo A. Bravo,Banda,3174,Elordi y Catamarca 196 ,La Banda,Santiago del Estero,-27.72475,-64.244467
Bib.Pop. Carlos Pellegrini,Banda,3123,Pellegrini 540 Centro,La Banda,Santiago del Estero,-27.729533,-64.235567
Bib.Pop. Conrado Juarez,Banda,2763,Rivadavia Norte 7 ,La Banda,Santiago del Estero,-27.731817,-64.23735
Bib.Pop. Absalon Rojas,Banda,2311,Lavalle 245 ,La Banda,Santiago del Estero,-27.7368,-64.239017
Bib.Pop. Juan Bautista Alberdi,Banda,1264,Alberdi y Soler  ,La Banda,Santiago del Estero,-27.732627,-64.245729
Bib.Pop. Manuel Belgrano,Belgrano,2252,Mitre s/n  La Plata,Bandera,Santiago del Estero,-28.88485,-62.265867
Bib.Pop. Juan Carlos Infante del Castaño,Choya,4190,Brigadier Juan Felipe Ibarra s/n  ,Villa La Punta,Santiago del Estero,-28.366671,-64.78334
Bib. Pop. Alfonsina Storni,Gral Taboada,4025,Sarmiento prolongación s/n  Centro,Los Juries,Santiago del Estero,-28.46475,-62.109333
Bib.Pop. de Añatuya,Gral Taboada,1179,Sarmiento 150 ,Añatuya,Santiago del Estero,-28.461383,-62.83685
Bib.Pop. Almafuerte,Gral Taboada,0612,Maipú y J.J.Paso  Rivadavia,Añatuya,Santiago del Estero,-28.457983,-62.833667
Bib. Pop. Mariano Moreno,Jimenez,4253,Gaspar Juarez s/n  Centro,Pozo Hondo,Santiago del Estero,-27.16665,-64.491233
Bib.Pop. Eduardo Miguel,Loreto,3816,Juan Domingo Perón 132 ,Loreto,Santiago del Estero,-28.302667,-64.1795
Bib.Pop. Mariano Moreno,Rio Hondo,1497,San Francisco Solano y Av Belgrano S/N  ,Villa Río Hondo,Santiago del Estero,-27.59185,-64.918883
Bib.Pop. Juan Bautista Marozzi,Rivadavia,3893,9 de Julio 196 ,Selva,Santiago del Estero,-29.7666,-62.04805
Bib.Pop. José Hernández,Robles,3370,Soler  ,Forres,Santiago del Estero,-27.872617,-63.975167
Bib. Pop. Unión de Educ. de Tigre,Tigre,3650,Neuquén 183 ,General Pacheco,Buenos Aires,-34.459417,-58.64175
Bib.Pop. José Ingenieros,Tigre,3689,Buschiazzo 2264 ,Don Torcuato,Buenos Aires,-34.493967,-58.634917
Bib.Pop.y C.Cult. El talar,Tigre,3318,Brasil 1322 ,El Talar,Buenos Aires,-34.465729,-58.64595
Bib.Pop. Juan José Castelli,Tigre,2863,Córdoba 625  ,General Pacheco,Buenos Aires,-34.4541,-58.634367
Bib.Pop. D.F.Sarmiento,Tigre,0957,Av. Lib. Gral.San Martín 440 ,Tigre,Buenos Aires,-34.420233,-58.584583
Ctro. Cult. Com. y Bib. Pop. Caraguatá,Tigre,4292,Arroyo Caraguatá 797 Islas 1º Sección,Tigre,Buenos Aires,-34.422683,-58.5809
Bib.Pop. y Museo del Cine Leonardo Favio,Tigre,4319,Av. Boulogne Sur Mer y Lisandro de la Torre  Baires,Don Torcuato,Buenos Aires,-34.484917,-58.62065
Bib. Pop. Seamos Libres,Tigre,4352,Arroyo Caraguatá 790 1° Sección Islas,Tigre,Buenos Aires,-34.3228211,-58.6883999
Bib.Pop. General San Martín,Tres De Febrero,4193,Julio Perdiguero 2310 ,Caseros,Buenos Aires,-34.60345,-58.558717
Bib. Pop. Ciudad Jardín,Tres De Febrero,4020,Boulevard Finca 6579 ,Ciudad Jardín de Palomar,Buenos Aires,-34.597667,-58.593867
Bib.Pop. 15 de Agosto,Tres De Febrero,3727,Puán 3855 ,Caseros,Buenos Aires,-34.617817,-58.551433
Bib. Pop. Patria y labor,Tres De Febrero,2275,Bartolomé Mitre 4848 ,Caseros,Buenos Aires,-34.609883,-58.565
Inst.y Bib.Pop. Almafuerte,Tres De Febrero,1191,San Pedro 1174 Villa Raffo,Saenz Peña,Buenos Aires,-34.604313,-58.528965
Bib.Pop. Bartolomé Mitre,Tres De Febrero,1028,Av.Mitre 4752 ,Caseros,Buenos Aires,-34.610083,-58.563167
Asoc.Cultural y Bib.Pop. Mariano Moreno,Tres De Febrero,0860,Springolo 680 ,Saenz Peña,Buenos Aires,-34.600717,-58.529811
Bib.Pop. Juan Bautista Alberdi,Tres De Febrero,0115,Sarmiento 2706 ,Caseros,Buenos Aires,-34.607867,-58.565733
Bib.Pop. Arandú,Vicente Lopez,4129,Avda. Florida 2010 ,Olivos,Buenos Aires,-34.5202,-58.493283
Bib.Pop. Bernardo Delom,Vicente Lopez,3830,Gral.J.J.de Urquiza 1489 ,Vicente López,Buenos Aires,-34.525683,-58.482617
Bib.Pop. Nora Bombelli,Vicente Lopez,3880,Francia 3569 ,Florida,Buenos Aires,-34.532783,-58.511217
Bib.Pop. Leon Adolfo Vienni,Vicente Lopez,2928,Estados Unidos 328 ,Villa Martelli,Buenos Aires,-34.54675,-58.502633
Bib. Pop. Sudestada,Vicente Lopez,4210,Aristobulo Del Valle 1631 ,Vicente Lopez,Buenos Aires,-34.537067,-58.478583
Cent.Cu. Y Bib.Pop. Enlazando palabras,La Plata,4171,Calle 521 4568 La Granja,La Plata,Buenos Aires,-34.92195,-58.017217
Cen. de Fom. M. V y Bib.Pub.Pop. Enrique Gonino,La Plata,2098,Calle 67 1080 Meridiano V,La Plata,Buenos Aires,-34.935759,-57.943368
Cen. y Bib.Pop. Carlos Bormida,La Plata,4140,Calle 38 1918 San Carlos,La Plata,Buenos Aires,-34.932617,-57.991667
Bib. Pop. Tupac Amaru infantil y juvenil,La Plata,4066,9 17 ,villa Castells,Buenos Aires,-34.887283,-57.994933
Com.Vec.y Bib.Pop. Gonnet Bell,La Plata,3956,Calle 15 4080 ,Manuel B.Gonnet,Buenos Aires,-34.877417,-58.026617
Casa del Tango y Bib.Pop. Carlos Gardel,La Plata,3954,Calle 43 413 ,La Plata,Buenos Aires,-34.9063,-57.952567
Asoc.Cult.Bib.Pop. Vida y Lucha de Elizalde,La Plata,3877,81 s/n (frente al nº 1274)  Altos de San Lorenzo,La Plata,Buenos Aires,-34.950428,-57.952118
Bib. Pop. Homero Manzi,La Plata,3717,57 379 ,La Plata,Buenos Aires,-34.9144,-57.940217
Bib.Pop. José Hernández,La Plata,3736,Calle 31 e/510 y 511  ,José Hernández,Buenos Aires,-34.90485,-58.01795
Bib.Pub. Central Gral. José de San Martín,La Plata,3313,Calle 47 510 ,La Plata,Buenos Aires,-34.911367,-57.950267
Bib.Pop. Dr. Roman S. Harosteguy,La Plata,3211,Calle 502 2068 ,Manuel B.Gonnet,Buenos Aires,-34.883433,-58.011767
Bib.Pop. Dardo Rocha,La Plata,2644,71 331 ,La Plata,Buenos Aires,-34.925133,-57.923517
Bib.Pop. Mariano Moreno,La Plata,2546,Calle 3 967 ,La Plata,Buenos Aires,-34.91185,-57.94455
Bib.Pop. Florentino Ameghino,La Plata,2585,474- (Av.Cantilo)  ,City Bell,Buenos Aires,-34.869483,-58.044883
Bib.Pop. Mario L. Sureda,La Plata,2498,Calle 14 Nº 1528  ,La Plata,Buenos Aires,-34.930467,-57.944667
Bib. Pop. Florentino Ameghino,La Plata,2323,10 784 ,La Plata,Buenos Aires,-34.9163,-57.9546
Bib.Pop.Bartolomé Mitre,La Plata,2271,137 1415 ,Los Hornos,Buenos Aires,-34.917033,-58.016267
Bib.Pop. Luis A. Repetto,La Plata,2127,Calle 59 584 ,La Plata,Buenos Aires,-34.919617,-57.942317
Bib.Pop.Gral. San Martín,La Plata,2069,Calle 22 986 ,La Plata,Buenos Aires,-34.929983,-57.963483
Bib. Euforión,La Plata,1973,Diagonal 79 Nº 371 e/ 62 y 63  ,La Plata,Buenos Aires,-34.915133,-57.930467
Bib.Pop. Joaquín V. González,La Plata,1830,Avda. 40 1027 ,La Plata,Buenos Aires,-34.915317,-57.968567
Bib.Pop. Bernardino Rivadavia,La Plata,1483,39 (e/115 y 116) 215 ,La Plata,Buenos Aires,-34.899333,-57.95315
Bib.Pop. Alejo Iglesias,La Plata,0249,6 (ex12) 1086 ,Villa Elisa,Buenos Aires,-34.852017,-58.08055
Bib.Pop. Florentino Ameghino,La Plata,0165,Calle 58 Nº 774  ,La Plata,Buenos Aires,-34.9225,-57.947317
Bib. Pop. Mariano Moreno,La Plata,1920,1 356 ,Tolosa,Buenos Aires,-34.8923421,-57.9666527
"Bib.Pop. Juan Vucetich, C.C. Y Dep. Aconcagua",La Plata,2436,69 480 ,La Plata,Buenos Aires,-34.926056,-57.928771
Bib.Pop. Del otro lado del árbol,La Plata,4288,"14  s/n  Parque Saavedra, Sector Cerrado",La Plata,Buenos Aires,-34.920717,-57.953933
Bib.Pop. La Chicharra,La Plata,4376,71 1138 Meridiano V-Altos de San Lorenzo,La Plata,Buenos Aires,-34.939899,-57.939992
Bib.Pop. En la Esquina,La Plata,4418,Calle 35 entre 164 y 165  ,Melchor Romero,Buenos Aires,-34.956372489842494,-58.024058948838714
Bib.Pop y Ctro.Cult. Sol y Semilla de Arturo Segui,La Plata,4434,DIagonal 145 1485 ,Arturo Seguí,Buenos Aires,-34.88878856306193,-58.12591567505572
Bib.Pop. Presbítero Pascual Ruberto,Berisso,3692,Calle (Norte) e/29 y 30 162 Norte e/29 y 3,Berisso,Buenos Aires,-34.884283,-57.867383
Bib.Pop. Ricardo Güiraldes,Berisso,2473,Calle 14 (H.Yrigóyen e/153 y 154  ,Berisso,Buenos Aires,-34.88415,-57.890283
Bib.Pop. Almafuerte,Berisso,2490,8 3465 ,Berisso,Buenos Aires,-34.8778,-57.894233
Bib. Pop. Mariano Moreno,Berisso,2082,13 4437 ,Berisso,Buenos Aires,-34.870917,-57.881117
Bib.Pop. Pestalozzi,Berisso,1864,Calle 8 4078 ,Berisso,Buenos Aires,-34.871517,-57.8891
Bib.Pop. Osvaldo H. Merlo,Ensenada,4065,Calle 19 esq.5  ,Punta Lara,Buenos Aires,-34.80621,-57.986637
Bib.Pop. José Ingenieros,9 De Julio,1850,Mendoza 991 ,9 de Julio,Buenos Aires,-35.445957,-60.883377
Bib.Pop. José Ingenieros,Adolfo Alsina,1278,Los Colonizadores 235  ,Rivera,Buenos Aires,-37.1626,-63.24705
Bib.Pop. Adolfo Alsina,Adolfo Alsina,0088,San Martín 1101 ,Carhue,Buenos Aires,-37.180933,-62.76005
Bib.Pop. Dr. Victor H. Barrera,Adolfo Gonzalez Chaves,2170,Castro Barros 348  ,De la Garma,Buenos Aires,-37.962467,-60.414517
Bib.Pub. Bernardino Rivadavia,Adolfo Gonzalez Chaves,1062,Sarmiento 175 ,Adolfo Gonzalez Chaves,Buenos Aires,-38.03465,-60.099433
Bib.Pop. Andrés Vaccarezza,Alberti,1554,Arias 154 ,Alberti,Buenos Aires,-35.03105,-60.278333
Bib.Pub.Mun. Manuel Vilardaga,Ayacucho,3193,25 de Mayo 941 ,Ayacucho,Buenos Aires,-37.151133,-58.485517
Bib.Pop. Asoc.Cult. de Chillar,Azul,2068,Mario T. Cortázar 1037 ,Chillar,Buenos Aires,-37.313133,-59.981967
Bib.Pop. Bartolomé J. Ronco,Azul,0083,Burgos 687  ,Azul,Buenos Aires,-36.78765,-59.874633
Bib.Pop. Almafuerte,Azul,0111,25 de Mayo 1664 ,Cachari,Buenos Aires,-36.380017,-59.4998
Bib. Pop. Villa Duprat,Bahia Blanca,4155,Arcada 629 ,Bahía Blanca,Buenos Aires,-38.689,-62.299733
Bib.Pop. Simón Rodriguez,Bahia Blanca,4137,Vieytes 2745 ,Bahía Blanca,Buenos Aires,-38.697617,-62.29875
Bib. Pop. Gabriela Mistral,Bahia Blanca,4022,Francia 2120 Villa Nocito,Bahía Blanca,Buenos Aires,-38.72115,-62.31115
Bib.Pop. Rosario Sur,Bahia Blanca,3929,Cornelio Saavedra 2395 Rosario Sur,Bahía Blanca,Buenos Aires,-38.7413,-62.242883
Bib.Pop. Don Germán García,Bahia Blanca,3795,Quillén 146 ,Bahía Blanca,Buenos Aires,-38.697583,-62.219617
Bib.Pop. Eduardo Mallea,Bahia Blanca,3587,Avda. Gral. Arias 2250 Villa Rosa,Bahía Blanca,Buenos Aires,-38.75505,-62.263367
Bib.Pop. Pajarita de papel,Bahia Blanca,3392,Saavedra 951 ,Bahía Blanca,Buenos Aires,-38.728917,-62.2587
Bib.Pop. Ing. Domingo Pronsato,Bahia Blanca,3132,Salinas Chicas 4179 ,Villa Harding Green,Buenos Aires,-38.714211,-62.189106
Asoc. José Hernández,Bahia Blanca,2841,Matheu 232 ,General Daniel Cerri,Buenos Aires,-38.719283,-62.394433
Bib.Pop. Roberto Payro,Bahia Blanca,2790,19 de Mayo 769 ,Bahía Blanca,Buenos Aires,-38.707633,-62.25955
Bib.Pop. Bartolomé Mitre,Bahia Blanca,1663,Washington 232 ,Bahía Blanca,Buenos Aires,-38.729717,-62.245483
Bib.Pop. Mariano Moreno,Bahia Blanca,1465,Mascarello 3860 ,Ingeniero White,Buenos Aires,-38.782517,-62.266383
Bib.Pop. Bernardino Rivadavia,Bahia Blanca,0100,Av. Colón 31 ,Bahía Blanca,Buenos Aires,-38.71885,-62.267083
BIb. Pop. Martín Allica,Bahia Blanca,4256,Humboldt 3758 12 de octubre,Bahía Blanca,Buenos Aires,-38.7397,-62.212633
Bib.Pub. Pablo A. Pizzurno,Balcarce,1021,15 707 ,Balcarce,Buenos Aires,-37.845683,-58.25435
Bib.Pop. Mario Bravo,Baradero,3718,Araoz 1363 ,Baradero,Buenos Aires,-33.8099,-59.506733
Bib.Pop. José Manuel Estrada,Baradero,2159,San Martín 857 ,Baradero,Buenos Aires,-33.805867,-59.502033
Bib.Pop.Mun. Teniente Gral. Bme. Mitre,Arrecifes,2688,Av.C. Merlassino e Int. R.Lorenzo  Centro,Arrecifes,Buenos Aires,-34.063183,-60.108267
Bib.Pop. Juan J. Bernal Torres,Benito Juarez,2723,Av.Libertad 101 ,Benito Juarez,Buenos Aires,-37.671854,-59.806423
Bib.Pop. María Alcira Cabrera,Bolivar,3801,Falucho 780 ,Bolívar,Buenos Aires,-36.225283,-61.109183
Bib.Pop. D.F.Sarmiento,Bolivar,1769,Carlos Pellegrini 345  ,Urdampilleta,Buenos Aires,-36.432117,-61.4216
Bib.Pop. D.F.Sarmiento,Bolivar,1478,Av.San Martín 1065  ,Bolívar,Buenos Aires,-36.227783,-61.117417
Bib.Pop. Bernardino Rivadavia,Bolivar,0093,Las Heras 80  ,Bolívar,Buenos Aires,-36.232083,-61.113533
Bib.Pop. José Ignacio Warnes,Bragado,4142,"Santa Fe s/n, ex Estación Ferrocarril  ",Warnes,Buenos Aires,-34.910583,-60.537683
Bib.Pop. Florencio López,Bragado,3749,Esteban Rodriguez y Aberro  ,Comodoro Py,Buenos Aires,-35.32195,-60.521367
Bib.Pop. Manuel Belgrano,Bragado,2191,Pellegrini 1364 ,Bragado,Buenos Aires,-35.1154,-60.4897
Bib.Pop. José Ingenieros,Bragado,2135,Av.Quintana 2009 ,Mechita,Buenos Aires,-35.074867,-60.421233
Bib.Pop. Dr. Frutos Enrique Ortiz,Brandsen,4166,Larrea 3077 ,Coronel Brandsen,Buenos Aires,-35.158767,-58.238933
Bib.Pop. José de San Martín,Brandsen,1676,Av.Mitre 251 ,Coronel Brandsen,Buenos Aires,-35.168483,-58.236983
Bib. Pop. Pilar A. de Traverso,Campana,3468,Coltelli 1624 A. del Plata,Campana,Buenos Aires,-34.1689,-58.959617
Bib.Pop. D.F.Sarmiento,Cañuelas,1266,Lara 904  ,Cañuelas,Buenos Aires,-35.053717,-58.762883
Bib.Pop. Almafuerte,Cap Sarmiento,1002,Av.Pte.Perón 467 ,Capitán Sarmiento,Buenos Aires,-34.1775,-59.7907
Bib.Pop. José Ingenieros,Carlos Casares,2861,Maya 503 ,Carlos Casares,Buenos Aires,-35.618033,-61.364067
Bib.Pop. El Libro Alegre,Carlos Casares,4289,Avda. Pte Juan D. Perón 100 Sub Estación,Carlos Casares,Buenos Aires,-35.622267,-61.365933
Bib.Pop. Bernardino Rivadavia,Carlos Tejedor,0258,25 de Mayo 420 ,Tres Algarrobos,Buenos Aires,-35.196633,-62.773567
Bib.Pop. Roque Saénz Peña,Carlos Tejedor,0268,Alberto H.Almirón 148 ,Carlos Tejedor,Buenos Aires,-35.392067,-62.420533
Bib.Pop. Juan Bautista Alberdi,Carmen De Areco,0270,Rivadavia 586 ,Carmen de Areco,Buenos Aires,-34.378083,-59.8214
Bib.Pop. Juan José Castelli,Castelli,2264,Falucho 155 ,Castelli,Buenos Aires,-36.088517,-57.803333
Bib.Pop. Guillermo Rawson,Chacabuco,0222,25 de Mayo s/n  ,Rawson,Buenos Aires,-34.60505,-60.066883
Bib.Pop. del Ipora Padre Luis Sánchez,Chascomus,3890,Inmigrantes Arabes 569 ,Chascomús,Buenos Aires,-35.568083,-57.996183
Bib.Pop. Ambulante y Rural de Chascomus,Chascomus,3631,Neuquén E Hipólito Yrigóyen  ,Chascomús,Buenos Aires,-35.559283,-58.012767
Bib.Pop. D.F.Sarmiento,Chascomus,0113,Alvear 9 ,Chascomús,Buenos Aires,-35.577367,-58.01245
Bib.Pop. Dr. Antonio Novaro,Chivilcoy,0105,Moreno 30 ,Chivilcoy,Buenos Aires,-34.896533,-60.017683
Bib.Pop. de José A. Guisasola,Cnel Dorrego,3483,Av.Raúl Loydi s/n  ,El Perdido,Buenos Aires,-38.674383,-61.09165
Bib.Pop. Florentino Ameghino,Cnel Dorrego,1347,Sarmiento 568 ,Oriente,Buenos Aires,-38.744930,-60.609467
Bib.Pop. Pringles,Cnel Pringles,2225,San Martín 675 ,Coronel Pringles,Buenos Aires,-37.98515,-61.353783
Asoc.Bib.Pop.Púb.Esc. Dr. Baldomero Fernández Moreno,Cnel Suarez,3894,Avda. Sarmiento 851 ,Huanguelen,Buenos Aires,-37.066017,-61.92365
Bib.  Infantil de Coronel Suarez,Cnel Suarez,3591,Las Heras 843 ,Coronel Suarez,Buenos Aires,-37.455467,-61.930083
Bib.Pop. D.F.Sarmiento,Cnel Suarez,0101,Sarmiento 349 ,Coronel Suarez,Buenos Aires,-37.456583,-61.934033
Bib.Pop. Mariano Moreno,Colon,1883,Calle 46 Nº  1027  ,Colón,Buenos Aires,-33.890533,-61.099033
Bib.Pop. Bernardino Rivadavia,Escobar,1673,H.Yrigoyen 514 ,Belén de Escobar,Buenos Aires,-34.388017,-58.831983
